plotnumber,sourceyr,ecoregion,ecoregion_title,ecodistr,ecodistr_title,ecosite,ecosite_title,ecosite_soil_component,mean_tree_age_year,dominanttree,dominantshrub,dominantherb,dominantcryptogam,laivascular,laitotal,position,slope_position_title,aspect,aspect_cardinal,slope,slope_class_degrees_title,drainage,drainage_title,seepage,elevation_m,mr,soil_moisture_class_title,pm,parent_material_title,order_soil,soil_order_title,grgroup,soil_great_group_title,subgrp,soil_subgroup_title,cf_percent_120,particlesizeclassname_dom_0_30,depth_to_bedrock_cm,depth_to_water_table_cm,depth_to_root_restricting_cm,depth_of_organic_matter_cm,total_live_cover_percent,unknown_taxa_total_cover_percent,number_of_taxa_after_transform,calcareous_0_30,leaf_litter,needle_litter,rock,soil,water,woody_debris,broadleaf_tree,needleleaf_tree,broadleaf_overstory_tree,broadleaf_sapling,broadleaf_seedling,needleleaf_overstory_tree,needleleaf_sapling,needleleaf_seedling,shrub_cover,floating_aquatic_cover,forbs_and_graminoids,bryophytes_and_lichens,submerged_aquatic
808,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,102.5,PINUBAN,VACCMYR,NA,PLEUSCH,63.8,159.95,2,Upper Slope,157,S,4,5.0 – 9.0 degrees,2,Rapid,0,528,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,18,Sandy,NA,NA,NA,7,170,0,25,non-calcareous,0.5,0.5,0,0,0,6.5,0,38.09,0,0,0,19,22.4,1.5,18.99,0,0,100,0
809,2002,BP,Boreal Plain,E15,Smoothstone Plain,BP18,Black spruce - tamarack treed swamp,Wet humic organic,128,PICEMAR,LEDUGRO,LINNBOR,PLEUSCH,66.7,134,7,Level,999,L,1,0 – 0.5 degrees,7,Very poor,1,486,10,Wet,7,Organic,1,Organic,2,Mesisol,TYP,Typic,0,Organic Fibric,NA,60,NA,160,144.39,0.5,19,non-calcareous,0.5,10.25,0,0,0,6.5,0,28.71,0,0,0,20,3,8.14,36.73,0,0.25,76,0
810,2002,BP,Boreal Plain,E15,Smoothstone Plain,BP11,White birch - white spruce - balsam fir,Fresh sandy clay loam,68.66666412,BETUPAP,ROSAACI,LYCOANN,HYLOSPL,144.405,150.405,7,Level,999,L,1,0 – 0.5 degrees,3,Well,0,493,4,Fresh,1,Fluvial,4,Luvisolic,7,"Gray						",BRU,Brunisolic,2,Loamy,NA,NA,NA,18,159.2,0,33,non-calcareous,87.5,28.75,0,0,0,1.75,70.08,46.57,70,0,0.25,10,19,26.7,0.5,0,5.01,13.5,0
811,2002,BP,Boreal Plain,E15,Smoothstone Plain,BP18,Black spruce - tamarack treed swamp,Wet humic organic,104.5,PICEMAR,LEDUGRO,NA,PLEUSCH,120.3,174.15,4,Lower Slope,120,E,1,0 – 0.5 degrees,7,Very poor,1,483,10,Wet,7,Organic,1,Organic,2,Mesisol,TYP,Typic,0,Organic Fibric,NA,60,NA,160,168.5,0.25,17,non-calcareous,5,1.75,0,0,0,6.5,0,42.42,0,0,0,12.7,20,17.55,60.4,0,0,57.25,0
813,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS7,Black spruce/blueberry/lichen,Moderately dry sand,97,PICEMAR,VACCMYR,NA,CLADMIT,32.8,110.6,2,Upper Slope,125,E,4,5.0 – 9.0 degrees,5,Imperfect,0,505,6,Moderately Moist,3,Morainal,5,Brunisolic,9,"Dystric			",GEL,Gleyed Eluviated,36,Sandy,NA,NA,NA,9,117.5,0,16,non-calcareous,0.5,1.75,1.5,0.25,0,10,0,19.81,0,0,0,10,10,1,13.14,0,0,83,0
814,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS7,Black spruce/blueberry/lichen,Moderately dry sand,75,PICEMAR,VACCMYR,NA,CLADMIT,42.6,107.75,2,Upper Slope,114,E,3,2.0 – 5.0 degrees,2,Rapid,0,492,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",DUR,Duric,21,Sandy,NA,NA,27,6,119.5,0,21,non-calcareous,0.5,0.5,3,1.5,0,10,0,21.43,0,0,0,10,12.7,0,20.4,0,0,76,0
815,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS14,White birch/lingonberry - Labrador tea,Moderately dry sand,65.75,BETUPAP,VACCMYR,CYPRACA,PLEUSCH,69.06,128.96,3,Mid Slope,123,E,4,5.0 – 9.0 degrees,1,Very rapid,0,498,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,38,Sandy,NA,NA,NA,12,139.76,0,30,non-calcareous,50,0.5,1.5,0,0,11.5,28.72,10.01,10,20,1,0,10.01,0,27.67,0,0.5,68.5,0
816,2001,BS,Boreal Shield,D1,Black Birch Plain,BS17,Black spruce treed bog,Very moist mesic organic,96.5,PICEMAR,VACCMYR,GEOCLIV,CLADMIT,68.01,135.21,4,Lower Slope,350,N,3,2.0 – 5.0 degrees,5,Imperfect,1,479,8,Very Moist,4,Lacustrine,2,Gleysolic,5,Gleysol,ORT,Orthic,0,Coarse-Silty,NA,NA,NA,15,141,0.5,26,non-calcareous,0.5,0.25,0,0,0,1.75,0,28.36,0,0,0,10,20,0.5,34.46,0,0.25,71.25,0
817,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS17,Black spruce treed bog,Very moist mesic organic,108.5,PICEMAR,LEDUGRO,RUBUCHA,PLEUSCH,105.9,187.05,7,Level,999,L,1,0 – 0.5 degrees,1,Very rapid,0,489,8,Very Moist,7,Organic,1,Organic,18,Folisol,HEM,Hemic,68,LFH,NA,50,NA,35,190.1,1,21,non-calcareous,0.5,0.5,0,0,0,28.75,0,68.9,0,0,0,62.5,10,7.85,21.19,0,0.75,87.5,0
818,2001,BS,Boreal Shield,D1,Black Birch Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,80.5,PINUBAN,LEDUGRO,GEOCLIV,CLADSPP,143.165,190.565,3,Mid Slope,350,N,3,2.0 – 5.0 degrees,3,Well,0,485,4,Fresh,4,Lacustrine,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Loamy,NA,NA,NA,9,180.49,0.5,28,non-calcareous,5.25,3,0,0,0,3,0,44.32,0,0,0,0,43.75,1.01,59.49,0,2.5,53.75,0
819,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS10,Black spruce - white birch/feathermoss,Fresh sand,80.5,PICEMAR,VACCMYR,NA,PLEUSCH,90.55,169.95,3,Mid Slope,285,W,6,15.0 – 30.0 degrees,2,Rapid,0,500,2,Moderately Dry,1,Fluvial,5,Brunisolic,9,"Dystric			",DUR,Duric,24,Gravelly,NA,NA,NA,9,163,0.75,15,non-calcareous,0.5,0.25,3,0,0,11.5,3.97,27.26,0,3,1,10,10.45,9.75,40.32,0,0,81.75,0
820,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,94.16666412,PICEMAR,VACCMYR,NA,PLEUSCH,105.4,166.65,3,Mid Slope,285,W,7,> 30.0 degrees,2,Rapid,0,502,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,17,Gravelly,NA,NA,NA,11,127.39,0,21,moderately calcareous,5.25,0.5,0.25,0,0,37.5,19.96,40.29,18.75,0.5,1,15.32,19,12.94,10.7,0,0,47.75,0
821,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,92,PINUBAN,VACCMYR,CYPRACA,CLADMIT,57.71,113.01,1,Crest,195,S,6,15.0 – 30.0 degrees,1,Very rapid,0,515,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,65,Gravelly,NA,NA,NA,5,118.42,0.5,15,non-calcareous,0.5,0.5,1.5,0,0,20.25,0,20.72,0,0,0,12.7,3.49,5.91,37.97,0,0.01,57.75,0
822,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,108,PINUBAN,VACCMYR,GEOCLIV,CLADMIT,43.25,123.6,3,Mid Slope,180,S,4,5.0 – 9.0 degrees,2,Rapid,0,493,4,Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,32,Gravelly,NA,NA,NA,3,124.5,0,19,non-calcareous,0.25,1.75,1.75,0,0,0.5,0.5,3,0,0.5,0,3,0,0,30,0,0.75,89.75,0
824,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS5,Jack pine - white birch/feathermoss,Moderately dry sand,124.6666641,BETUPAP,VACCVIT,CYPRACA,CLADMIT,31.7,90.6,4,Lower Slope,349,N,3,2.0 – 5.0 degrees,1,Very rapid,0,500,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",DUR,Duric,27,Sandy,NA,NA,40,7,113.5,0.5,31,non-calcareous,6.5,1.75,11.5,0,0,6.5,10,15.95,0,10,0,3,12.7,0.75,6.13,0,0.5,80,0
825,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,134.5,PICEMAR,VACCMYR,GEOCLIV,PLEUSCH,55.3,151.1,5,Toe Slope,180,S,3,2.0 – 5.0 degrees,2,Rapid,0,504,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",DUR,Duric,11,Sandy,NA,NA,36,10,164.91,0,26,non-calcareous,3,1.75,0,0,0,23.75,0,47.07,0,0,0,10,37.5,5.91,3.73,0,0.25,100,0
826,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,78.25,PICEMAR,LEDUGRO,NA,PLEUSCH,94,174.9,3,Mid Slope,270,W,4,5.0 – 9.0 degrees,1,Very rapid,0,499,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,68,Gravelly,NA,NA,NA,15,161.73,3,21,non-calcareous,6.5,0.25,0,0,0,6.5,3.49,41.53,0,3,0.5,12.7,20,16.28,20.37,0,0,88.5,0
827,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,79.25,PINUBAN,VACCMYR,NA,PLEUSCH,94.15,171.05,2,Upper Slope,110,E,3,2.0 – 5.0 degrees,2,Rapid,0,490,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,34,Sandy,NA,NA,NA,6,154.83,0.5,15,non-calcareous,19,0.25,0,0,0,11.5,0,30.47,0,0,0,9.19,10.45,14.5,35.97,0,0,79,0
828,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,95.75,PICEMAR,VACCMYR,CYPRACA,CLADSTE,157.7,277.3,1,Crest,90,E,3,2.0 – 5.0 degrees,1,Very rapid,0,513,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",DUR,Duric,39,Sandy,NA,NA,NA,7,285.41,0,22,non-calcareous,0.5,0.5,0.25,0,0,0.25,0,92.18,0,0,0,19,88.75,14.16,25.27,0,0.5,100,0
829,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS17,Black spruce treed bog,Very moist mesic organic,77.5,PICEMAR,LEDUGRO,RUBUCHA,PLEUSCH,136.9,202.85,5,Toe Slope,95,E,2,0.5 – 2.0 degrees,6,Poor,1,488,8,Very Moist,1,Fluvial,2,Gleysolic,5,Gleysol,ORT,Orthic,10,Sandy,NA,35,NA,20,203.91,0.5,20,non-calcareous,0.5,0.25,0,0,0,19,0,55.24,0,0,0,12.7,37.5,17.96,56.88,0,0.75,70.75,0
830,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS7,Black spruce/blueberry/lichen,Moderately dry sand,137.5,PICEMAR,VACCMYR,NA,CLADSTE,25.31,114.11,4,Lower Slope,24,N,3,2.0 – 5.0 degrees,1,Very rapid,0,500,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,38,Sandy,NA,NA,NA,4,113.25,0,27,non-calcareous,0.5,1.75,1.5,0,0,6.5,0,21.2,0,0,0,0,20,1.5,4.21,0,0,87.5,0
831,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,99,PINUBAN,VACCMYR,NA,CLADMIT,68.85,154.95,2,Upper Slope,100,E,5,9.0 – 15.0 degrees,1,Very rapid,0,NA,2,Moderately Dry,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,39,Gravelly,NA,NA,NA,4,166.66,0,20,non-calcareous,1.75,3,1.75,0,0,6.5,0,36.26,0,0,0,12.7,22.4,5.91,29.11,0,0,95.5,0
832,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,145.5,PINUBAN,VACCMYR,MELALIN,PLEUSCH,56.56,143.81,3,Mid Slope,127,E,2,0.5 – 2.0 degrees,5,Imperfect,0,497,6,Moderately Moist,1,Fluvial,5,Brunisolic,9,"Dystric			",GEL,Gleyed Eluviated,29,Sandy,NA,NA,NA,2,151.01,0,16,non-calcareous,0.5,0.5,0,0,0,6.5,0,28.37,0,0,0,20,10,0.51,26.22,0,0.5,93,0
833,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS7,Black spruce/blueberry/lichen,Moderately dry sand,109.5,PICEMAR,VACCMYR,NA,CLADSTE,76.4,171.6,2,Upper Slope,135,E,5,9.0 – 15.0 degrees,1,Very rapid,0,502,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",DUR,Duric,44,Sandy,NA,NA,25,25,183.4,0,24,non-calcareous,0.25,0.25,0.5,0,0,1.5,3,31.41,0,3,0,12.7,10,12.7,38.75,0,0,100,0
837,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS5,Jack pine - white birch/feathermoss,Moderately dry sand,114.5,PICEMAR,VACCMYR,NA,CLADMIT,31.4,94.65,1,Crest,78,E,2,0.5 – 2.0 degrees,5,Imperfect,0,494,7,Moist,1,Fluvial,5,Brunisolic,9,"Dystric			",GEL,Gleyed Eluviated,42,Sandy,NA,NA,NA,4,100.75,0,15,non-calcareous,15,0.5,0,0,0,5.25,3.49,15.32,0,3,0.5,3,10,3,14.07,0,0,66.5,0
838,2002,BP,Boreal Plain,E15,Smoothstone Plain,BP11,White birch - white spruce - balsam fir,Fresh sandy clay loam,112.75,BETUPAP,RUBUIDA,ARALNUD,BRYOSPP,188.835,192.135,4,Lower Slope,175,S,3,2.0 – 5.0 degrees,3,Well,0,509,4,Fresh,1,Fluvial,4,Luvisolic,7,"Gray						",ORT,Orthic,0,Sandy,NA,NA,NA,12,199.27,0.755,44,non-calcareous,87.5,1.75,0,0,0,3,66.42,15.75,62.5,10,0.5,5.91,10,0.51,2,0,97.75,10,0
839,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS5,Jack pine - white birch/feathermoss,Moderately dry sand,67.66666412,BETUPAP,VACCMYR,NA,CLADMIT,45,91.8,2,Upper Slope,136,S,3,2.0 – 5.0 degrees,2,Rapid,0,504,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,45,Sandy,NA,NA,NA,9,103,0,24,non-calcareous,23.75,6.5,1.5,0,0,3,10,21.43,0,10,0,3,19,0,12.58,0,0,57,0
840,2001,BS,Boreal Shield,D1,Black Birch Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,118.5,PINUBAN,VACCMYR,NA,CLADMIT,50.22,80.67,3,Mid Slope,49,E,4,5.0 – 9.0 degrees,2,Rapid,0,495,3,Moderately Fresh,1,Fluvial,5,Brunisolic,9,"Dystric			",DUR,Duric,0,Sandy,NA,NA,NA,4,98.01,0,21,non-calcareous,0.5,15,0,1.5,0,6.5,0,20.41,0,0,0,0,20,0.51,29.06,0,0,46.75,0
841,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS17,Black spruce treed bog,Very moist mesic organic,141.6666718,PICEMAR,LEDUGRO,RUBUCHA,PLEUSCH,84.05,161.95,7,Level,999,L,1,0 – 0.5 degrees,1,Very rapid,0,499,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,38,Sandy,NA,50,NA,35,209.21,0,31,non-calcareous,3,0.5,0,0,0,10.25,0,40.28,0,0,0,0,37.5,4.46,33.53,0,6.5,100,0
842,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,123.8000031,PICEMAR,VACCMYR,NA,PLEUSCH,41.41,157.26,3,Mid Slope,76,E,3,2.0 – 5.0 degrees,2,Rapid,0,497,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,21,Loamy,NA,NA,NA,5,161.75,0,16,non-calcareous,0.5,0.5,0.25,0,0,6.5,0,21.63,0,0,0,10,12.7,0.25,18.99,0,0,100,0
843,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,143.5,PICEMAR,VACCMYR,NA,CLADSTE,52.51,143.26,3,Mid Slope,157,S,3,2.0 – 5.0 degrees,2,Rapid,0,503,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",DUR,Duric,49,Sandy,NA,NA,46,8,158.25,0,23,non-calcareous,0.5,0.5,0.5,0,0,0.5,0,17.86,0,0,0,3,12.7,3,33.38,0,0,100,0
844,2001,BS,Boreal Shield,C7,Fond du Lac Lowland,BS15,Trembling aspen - white birch/green alder,Moderately fresh loamy sand,74,POPUTRE,ALNUCRI,ARALNUD,HYLOSPL,138.93,155.13,1,Crest,164,S,3,2.0 – 5.0 degrees,1,Very rapid,0,230,2,Moderately Dry,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,37,Sandy,NA,NA,NA,6,141.53,1,45,non-calcareous,75,0,0,0,0,1.75,59.71,0.5,50,19,0.51,0,0.5,0,26.98,0,15.77,18,0
845,2001,BS,Boreal Shield,C7,Fond du Lac Lowland,BS14,White birch/lingonberry - Labrador tea,Moderately dry sand,91,BETUPAP,VACCVIT,GEOCLIV,CLADMIT,122.74,165.64,4,Lower Slope,346,N,5,9.0 – 15.0 degrees,1,Very rapid,0,222,2,Moderately Dry,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,18,Sandy,NA,NA,NA,6,144.79,1.5,32,non-calcareous,50,0,0,0,0,1.75,40.59,0.02,0,39.38,2,0,0.01,0.01,55.68,0,8.01,32.75,0
846,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,119,PICEMAR,VACCMYR,NA,PLEUSCH,46.26,119.91,7,Level,999,L,1,0 – 0.5 degrees,2,Rapid,0,492,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,38,Sandy,NA,NA,NA,8,135.26,0,27,non-calcareous,0.5,0.5,0.25,0,0,0.5,0,12.7,0,0,0,3,10,0.01,31.32,0,0,87.75,0
847,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS17,Black spruce treed bog,Very moist mesic organic,118.5,PICEMAR,LEDUGRO,RUBUCHA,PLEUSCH,105.3,133.5,6,Depression,25,N,2,0.5 – 2.0 degrees,6,Poor,0,495,8,Very Moist,3,Morainal,2,Gleysolic,5,Gleysol,ORT,Orthic,20,Sandy,NA,18,NA,25,166.6,0,29,non-calcareous,6.5,0.25,0,0,0,5.25,0,32.68,0,0,0,0,20,15.85,43.75,0,3.25,76.5,0
848,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS13,White birch - black spruce - trembling aspen,Moderately fresh sand,67,BETUPAP,VACCMYR,NA,CLADMIT,58.85,126.65,3,Mid Slope,171,S,4,5.0 – 9.0 degrees,1,Very rapid,0,493,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,49,Sandy,NA,NA,44,6,133,0,23,non-calcareous,23.75,0.5,3,0,0,10,14.5,12.7,0,10,5,0,10,3,26.41,0,0,77.75,0
849,2001,BS,Boreal Shield,D1,Black Birch Plain,BS14,White birch/lingonberry - Labrador tea,Moderately dry sand,85.5,BETUPAP,VACCVIT,CYPRACA,CLADSPP,96.335,102.435,4,Lower Slope,270,W,7,> 30.0 degrees,1,Very rapid,0,493,2,Moderately Dry,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Sandy,43,NA,40,7,97.36,1,27,non-calcareous,28.75,0,11.5,0,0,41.25,45.7,0.51,0,37.5,13.12,0,0,0.51,33.45,0,1.51,9,0
850,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS7,Black spruce/blueberry/lichen,Moderately dry sand,78,PICEMAR,VACCMYR,NA,CLADMIT,48.82,119.42,2,Upper Slope,100,E,3,2.0 – 5.0 degrees,1,Very rapid,0,523,3,Moderately Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,41,Coarse-Silty,NA,NA,NA,9,114.77,0,14,non-calcareous,0.5,20.25,0,0,0,10,0,27.11,0,0,0,10,19,0.02,17.74,0,0,66.5,0
851,2001,BS,Boreal Shield,D1,Black Birch Plain,BS13,White birch - black spruce - trembling aspen,Moderately fresh sand,45.75,BETUPAP,VACCMYR,LINNBOR,CLADSPP,213.12,217.12,2,Upper Slope,275,W,6,15.0 – 30.0 degrees,1,Very rapid,0,537,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,68,Gravelly,65,NA,65,6,176.01,10.25,26,non-calcareous,62.5,0,1.75,0,0,10.25,62.98,64.17,37.5,37.5,5.24,3,62.5,1.5,19.97,0,1.01,7.5,0
852,2001,BS,Boreal Shield,D1,Black Birch Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,54.5,PINUBAN,VACCMYR,CYPRACA,CLADSPP,31.9,49.5,1,Crest,270,W,3,2.0 – 5.0 degrees,1,Very rapid,0,517,2,Moderately Dry,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,38,Gravelly,NA,NA,NA,4,49.5,0,10,non-calcareous,10.25,20,44,0.25,0,5.25,1.25,12.7,0,0.5,0.75,3,10,0,19.61,0,0.25,15.25,0
853,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS7,Black spruce/blueberry/lichen,Moderately dry sand,98.5,PICEMAR,VACCMYR,NA,CLADMIT,115.25,178.1,4,Lower Slope,135,E,3,2.0 – 5.0 degrees,1,Very rapid,0,500,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,60,Sandy,NA,NA,NA,6,164.09,0.5,24,non-calcareous,0.25,0.5,0.5,0,0,3,0,56.19,0,0,0,23.55,28,20.4,17.4,0,0,71.25,0
854,2001,BS,Boreal Shield,D1,Black Birch Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,165.3333282,PINUBAN,EMPENIG,NA,CLADMIT,17.5,86.4,4,Lower Slope,329,N,5,9.0 – 15.0 degrees,2,Rapid,0,501,3,Moderately Fresh,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,1,Sandy,NA,NA,NA,2,97.51,0,17,moderately calcareous,0.5,32.75,0,0,0,6.5,0,10,0,0,0,0,10,0,7.32,0,0,80.01,0
855,2001,BS,Boreal Shield,D1,Black Birch Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,165.5,PINUBAN,EMPENIG,NA,CLADMIT,62.5,143.5,1,Crest,999,L,2,0.5 – 2.0 degrees,2,Rapid,0,522,3,Moderately Fresh,1,Fluvial,5,Brunisolic,9,"Dystric			",DUR,Duric,1,Sandy,NA,NA,NA,2,125.5,0,18,non-calcareous,0.5,37.5,0,0,0,20.25,0,19,0,0,0,10,10,0,22.37,0,0,82.25,0
856,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,110.5,PINUBAN,VACCMYR,NA,CLADSPP,70.01,120.61,1,Crest,263,W,2,0.5 – 2.0 degrees,2,Rapid,0,502,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,36,Sandy,NA,NA,NA,2,132.51,0,23,non-calcareous,0.5,23.75,3,0,0,10,0,43.75,0,0,0,10,37.5,0.01,22.4,0,0,62,0
857,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS10,Black spruce - white birch/feathermoss,Fresh sand,83.75,PICEMAR,LEDUGRO,NA,CLADMIT,131.45,224.85,3,Mid Slope,25,N,4,5.0 – 9.0 degrees,3,Well,0,486,4,Fresh,3,Morainal,5,Brunisolic,9,"Dystric			",ELU,Eluviated,18,Sandy,NA,NA,NA,4,219.22,0,27,non-calcareous,0.5,0.25,0,0,0,10,19,56.45,0,10,10,43.75,20,3.22,28.56,0,0,100,0
859,2001,BS,Boreal Shield,C11,Cree Lake Upland,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,159.5,PICEMAR,LEDUGRO,NA,PLEUSCH,50.17,135.12,4,Lower Slope,360,N,4,5.0 – 9.0 degrees,2,Rapid,0,488,2,Moderately Dry,3,Morainal,5,Brunisolic,9,"Dystric			",DUR,Duric,22,Sandy,NA,NA,20,8,142.02,0,27,non-calcareous,0.5,0.5,0.5,0,0,5.25,0.01,22.8,0,0.01,0,3,20,0.51,26.7,0,0,90,0
860,2001,BS,Boreal Shield,D1,Black Birch Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,67.5,PINUBAN,ARCTUVA,NA,CLADMIT,146.36,169.96,2,Upper Slope,270,W,6,15.0 – 30.0 degrees,2,Rapid,0,508,3,Moderately Fresh,1,Fluvial,5,Brunisolic,9,"Dystric			",DUR,Duric,2,Sandy,NA,NA,NA,2,161.76,0,24,moderately calcareous,0,50,0,0,0,10.25,0,68.75,0,0,0,50,37.51,0,36.44,0,0,32.5,0
862,2001,BS,Boreal Shield,D1,Black Birch Plain,BS9,Black spruce - jack pine/feathermoss,Moderately fresh sandy loam,75,PICEMAR,VACCVIT,NA,PLEUSCH,53.96,125.36,3,Mid Slope,25,N,6,15.0 – 30.0 degrees,2,Rapid,0,498,3,Moderately Fresh,1,Fluvial,5,Brunisolic,9,"Dystric			",DUR,Duric,2,Sandy,NA,NA,42,4,113.13,0,24,non-calcareous,0.25,28.75,0,0,0,20,0,34.47,0,0,0,15.32,19,4.46,14.58,0,0,57.75,0
863,2001,BS,Boreal Shield,D1,Black Birch Plain,BS4,Jack pine - black spruce/feathermoss,Moderately dry sand,143,PINUBAN,VACCMYR,NA,CLADSPP,33.75,37.95,2,Upper Slope,272,W,3,2.0 – 5.0 degrees,5,Imperfect,0,511,6,Moderately Moist,3,Morainal,5,Brunisolic,9,"Dystric			",GEL,Gleyed Eluviated,19,Sandy,NA,NA,NA,2,66.75,0,12,non-calcareous,0.5,20,1.5,0,0,6.5,0,19,0,0,0,10,10,0,14.16,0,0,32.25,0
864,2001,BS,Boreal Shield,D1,Black Birch Plain,BS3,Jack pine/blueberry/lichen,Moderately fresh sand,121.5,PINUBAN,VACCVIT,NA,CLADMIT,78.76,115.81,2,Upper Slope,232,W,4,5.0 – 9.0 degrees,2,Rapid,0,500,3,Moderately Fresh,1,Fluvial,5,Brunisolic,9,"Dystric			",ELU,Eluviated,0,Loamy,NA,NA,NA,3,120.26,0,20,non-calcareous,1.75,37.5,0,0,0,5,0,28.01,0,0,0,10,20,0.01,43.18,0,0,41.25,0
