province,plant_community_code,plant_community_name_scientific,plant_community_name_common,successional_state,analysis_name,avg_cover_percent,avg_nlog_cover_percent,constancy_percent,prominence_value,nlog_prominence_value
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Symphoricarpos_albus,14.65,2.51,66.7,11.96,4.78
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Symphoricarpos_occidentalis,11.14,2.16,33.3,6.43,4.16
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Symphyotrichum_ciliolatum,2.8,0.87,33.3,1.62,2.78
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Symphyotrichum_laeve,0.82,0.15,40,0.52,0.1
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Taraxacum_officinale,1.3,0.37,66.7,1.06,2.36
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Thalictrum_venulosum,2.38,0.78,60,1.84,2.91
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Thermopsis_rhombifolia,1.13,0.24,46.7,0.77,0.1
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Vicia_americana,1.88,0.6,80,1.68,2.82
Alberta,CPD18,Symphoricarpos occidentalis/Populus tremuloides,Snowberry/Aspen,Modified plant community,Viola_adunca,0.79,0.16,60,0.61,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Actaea_rubra,2.17,0.74,44,1.44,2.67
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Amelanchier_alnifolia,3.74,1.13,72,3.18,3.46
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Anemonastrum_canadense,1.43,0.36,40,0.9,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Aralia_nudicaulis,9.55,1.84,64,7.64,4.34
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Bromus_inermis,4.31,1.04,36,2.59,3.25
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Calamagrostis_canadensis,1.2,0.34,40,0.76,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Carex,1.68,0.46,88,1.58,2.76
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Cornus_sericea,7.94,1.77,84,7.28,4.29
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Elymus_trachycaulus,0.66,0.13,80,0.59,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Equisetum_arvense,1.48,0.39,48,1.02,2.32
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Fragaria_virginiana,1.17,0.33,80,1.04,2.34
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Galium_boreale,1.1,0.28,92,1.05,2.35
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Galium_triflorum,0.76,0.15,48,0.53,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Lathyrus_ochroleucus,1.22,0.34,72,1.03,2.33
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Lathyrus_venosus,1.03,0.22,36,0.62,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Lonicera_dioica,1.35,0.37,76,1.18,2.47
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Lysimachia_ciliata,1.55,0.42,92,1.48,2.7
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Maianthemum_canadense,2,0.63,24,0.98,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Maianthemum_stellatum,1.32,0.4,80,1.18,2.47
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Moehringia_lateriflora,0.17,0.1,28,0.09,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Oryzopsis_asperifolia,2.46,0.79,56,1.84,2.91
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Poa_pratensis,0.75,0.23,44,0.49,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Populus_balsamifera,25.49,2.98,100,25.49,5.54
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Populus_tremuloides,16.4,2.31,100,16.4,5.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Prosartes_trachycarpa,1.91,0.54,32,1.08,2.38
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Prunus_virginiana,3.25,0.89,68,2.68,3.29
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Pyrola_asarifolia,1.43,0.44,68,1.18,2.47
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Ribes_americanum,1.88,0.52,24,0.92,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Ribes_oxyacanthoides,2.63,0.69,64,2.1,3.04
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Ribes_triste,2.72,0.79,44,1.8,2.89
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Rosa_acicularis,8.33,2.03,80,7.45,4.31
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Rosa_woodsii,12.26,2.39,36,7.35,4.3
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Rubus_idaeus,3.83,1.09,92,3.67,3.6
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Rubus_pubescens,5.54,1.48,76,4.83,3.88
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Sanicula_marilandica,1.68,0.54,32,0.95,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Schizachne_purpurascens,2,0.63,64,1.6,2.77
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Solidago_canadensis,0.58,0.1,24,0.29,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Symphoricarpos_albus,12.58,2.44,100,12.58,4.83
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Symphyotrichum_ciliolatum,2.19,0.63,84,2.01,3
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Taraxacum_officinale,0.92,0.22,72,0.78,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Thalictrum_venulosum,2.03,0.63,84,1.86,2.93
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Viburnum_edule,1.57,0.45,44,1.04,2.34
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Vicia_americana,0.92,0.2,68,0.76,0.1
Alberta,CPD21,Populus balsamifera-Populus tremuloides/Symphoricarpos-Rosa,Balsam poplar- Aspen/Snowberry-Rose,Successional plant community,Viola_canadensis,2.23,0.68,64,1.78,2.88
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Anemonastrum_canadense,3,1.1,50,2.12,3.05
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Bromus_inermis,50,3.83,100,50,6.21
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Chamaenerion_angustifolium,1,0.1,100,1,0.1
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Cirsium_arvense,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Cornus_sericea,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Fragaria_virginiana,1,0.1,50,0.71,0.1
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Hieracium_umbellatum,2,0.69,100,2,3
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Juncus_balticus,40,3.69,50,28.28,5.64
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Mulgedium_pulchellum,1.5,0.4,100,1.5,2.71
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Orthilia_secunda,3,1.1,50,2.12,3.05
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Poa_abbreviata,16.5,2.25,100,16.5,5.11
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Poa_alpina,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Populus_balsamifera,34.18,3.53,100,34.18,5.83
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Populus_tremuloides,32.49,3.44,100,32.49,5.78
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Prunus_virginiana,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Pyrola_asarifolia,30,3.4,50,21.21,5.36
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Pyrola_chlorantha,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Ribes_americanum,1,0.1,50,0.71,0.1
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Rosa_acicularis,1,0.1,100,1,0.1
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Rubus_idaeus,5,1.61,50,3.54,3.57
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Salix_bebbiana,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Salix_discolor,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Salix_pseudomonticola,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Solidago_canadensis,1.5,0.4,100,1.5,2.71
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Stachys_palustris,1,0.1,50,0.71,0.1
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Symphoricarpos_albus,1,0.1,50,0.71,0.1
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Symphoricarpos_occidentalis,2,0.69,50,1.41,2.65
Alberta,CPD7,Populus balsamifera-P. tremuloides/Bromus inermis,Balsam poplar-Aspen/Smooth brome,Successional plant community,Taraxacum_officinale,1,0.1,100,1,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Achillea_millefolium,1,0.1,33.3,0.58,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Agrostis_scabra,0.2,0.1,33.3,0.12,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Artemisia_frigida,2.5,0.92,33.3,1.44,2.67
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Astragalus_agrestis,0.2,0.1,33.3,0.12,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Bromus_inermis,4.2,1.44,33.3,2.42,3.19
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Cirsium_arvense,3.83,1.24,100,3.83,3.65
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Cirsium_flodmanii,3.5,1.25,33.3,2.02,3.01
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Crepis_tectorum,0.7,0.14,66.7,0.57,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Elymus_lanceolatus,2.15,0.68,66.7,1.76,2.87
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Elymus_trachycaulus,8.35,1.97,100,8.35,4.43
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Festuca_rubra,63.07,4.15,100,63.07,6.45
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Pascopyrum_smithii,1.3,0.26,33.3,0.75,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Poa_compressa,7.87,2.02,100,7.87,4.37
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Poa_palustris,0.6,0.1,66.7,0.49,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Poa_pratensis,8.33,1.96,100,8.33,4.42
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Symphoricarpos_occidentalis,1,0.1,33.3,0.58,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Symphyotrichum_ericoides,1,0.1,33.3,0.58,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Symphyotrichum_laeve,1,0.1,33.3,0.58,0.1
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Taraxacum_officinale,2.77,0.94,100,2.77,3.32
Alberta,CPI2,Festuca rubra-Poa pratensis,Creeping red fescue- Kentucky bluegrass,Reference plant community,Vicia_americana,0.77,0.1,100,0.77,0.1
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Achillea_millefolium,4.22,1.19,83.9,3.86,3.65
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Agrostis_scabra,2.43,0.72,57.1,1.84,2.91
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Antennaria_parvifolia,2.13,0.64,37.5,1.31,2.57
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Artemisia_frigida,8.11,1.66,89.3,7.66,4.34
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Artemisia_ludoviciana,6.72,1.38,64.3,5.39,3.99
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Astragalus_flexuosus,0.97,0.18,21.4,0.45,0.1
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Bromus_inermis,4.88,1.18,39.3,3.06,3.42
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Campanula_rotundifolia,0.66,0.11,21.4,0.3,0.1
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Carex_obtusata,1.52,0.47,23.2,0.73,0.1
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Cirsium_arvense,5.31,1.34,58.9,4.07,3.71
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Cirsium_flodmanii,2.98,0.82,33.9,1.74,2.86
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Crepis_tectorum,0.49,0.15,37.5,0.3,0.1
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Elymus_lanceolatus,12.83,2.1,91.1,12.25,4.81
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Elymus_trachycaulus,5.64,1.15,75,4.89,3.89
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Festuca_hallii,2.61,0.66,21.4,1.21,2.49
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Festuca_rubra,6.22,1.48,39.3,3.9,3.66
Alberta,CPI3,Poa pratensis-Agropyron dasystachyum/Taraxacum officinale,Kentucky bluegrass- Northern wheat grass/ Dandelion,Reference plant community,Galium_boreale,2.9,0.8,28.6,1.55,2.74
